"","abundance","cluster","sample","total_count"
"14",0.000794010889292196,"KF149726.1.1447_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_helveticus","plate2_barcode95.summary.txt",7
"15",0.000794010889292196,"LZDY01000158.145.1615_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Escherichia_coli","plate2_barcode95.summary.txt",7
"16",0.000907441016333938,"CP016852.160887.162342_Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus_subtilis","plate2_barcode95.summary.txt",8
"17",0.000907441016333938,"EF422864.1.1474_Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus_subtilis","plate2_barcode95.summary.txt",8
"18",0.000907441016333938,"EU780733.1.1447_Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;Bacillus_subtilis","plate2_barcode95.summary.txt",8
"19",0.000907441016333938,"FPID01000222.4.1499_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;metagenome","plate2_barcode95.summary.txt",8
"20",0.000907441016333938,"FPID01000355.1.1478_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;metagenome","plate2_barcode95.summary.txt",8
"21",0.000907441016333938,"GU594294.1.1482_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia_coli","plate2_barcode95.summary.txt",8
"22",0.00102087114337568,"FPLN01009263.11.1526_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;metagenome","plate2_barcode95.summary.txt",9
"23",0.00102087114337568,"KU254762.1.1421_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia_coli","plate2_barcode95.summary.txt",9
"24",0.00113430127041742,"LFCH01000002.1.1356_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella_enterica_subsp._enterica_serovar_Typhimurium","plate2_barcode95.summary.txt",10
"25",0.00113430127041742,"LJCG01000016.21.1528_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia_coli","plate2_barcode95.summary.txt",10
"26",0.00113430127041742,"MH997635.1.1470_Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas_aeruginosa","plate2_barcode95.summary.txt",10
"27",0.00113430127041742,"MIZO01000018.2676.4069_Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Staphylococcus_aureus","plate2_barcode95.summary.txt",10
"28",0.00124773139745917,"CP019619.2704848.2706441_Bacteria;Firmicutes;Bacilli;Lactobacillales;Listeriaceae;Listeria;Listeria_monocytogenes","plate2_barcode95.summary.txt",11
"29",0.00124773139745917,"MPHE01000006.59.1747_Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus_velezensis","plate2_barcode95.summary.txt",11
"30",0.00147459165154265,"CSDX01000054.56.1830_Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus_aureus","plate2_barcode95.summary.txt",13
"31",0.00147459165154265,"CSHW01000012.39517.41228_Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus_aureus","plate2_barcode95.summary.txt",13
"32",0.00147459165154265,"KU992625.1.1626_Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus_subtilis","plate2_barcode95.summary.txt",13
"33",0.00158802177858439,"CHET01000068.50.2021_Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus_aureus","plate2_barcode95.summary.txt",14
"34",0.00170145190562613,"GU968164.1.1530_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Shigella_sonnei","plate2_barcode95.summary.txt",15
"35",0.00170145190562613,"JHED01000011.602.2124_Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus_aureus_SA12-LAU","plate2_barcode95.summary.txt",15
"36",0.00192831215970962,"FPLN01004683.12.1497_Bacteria;Firmicutes;Bacilli;Exiguobacterales;Exiguobacteraceae;Exiguobacterium;metagenome","plate2_barcode95.summary.txt",17
"37",0.00192831215970962,"JN628990.1.1569_Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus_faecalis","plate2_barcode95.summary.txt",17
"38",0.0021551724137931,"FPLN01009549.9.1530_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;metagenome","plate2_barcode95.summary.txt",19
"39",0.00226860254083485,"AB859011.1.1508_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Lactobacillus_fermentum","plate2_barcode95.summary.txt",20
"40",0.00238203266787659,"AX201177.8.1528_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella_enterica_subsp._enterica_serovar_Typhimurium","plate2_barcode95.summary.txt",21
"41",0.00238203266787659,"CP019619.274057.275664_Bacteria;Firmicutes;Bacilli;Lactobacillales;Listeriaceae;Listeria;Listeria_monocytogenes","plate2_barcode95.summary.txt",21
"42",0.00238203266787659,"EU670050.1.1527_Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus_subtilis","plate2_barcode95.summary.txt",21
"43",0.00260889292196007,"FPID01000356.7.1518_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;metagenome","plate2_barcode95.summary.txt",23
"44",0.00272232304900181,"FPLP01010722.9.1523_Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;metagenome","plate2_barcode95.summary.txt",24
"45",0.00283575317604356,"CSCC01000023.50.1885_Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus_aureus","plate2_barcode95.summary.txt",25
"46",0.00283575317604356,"FPLN01009449.13.1522_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;metagenome","plate2_barcode95.summary.txt",25
"47",0.0029491833030853,"FPID01000066.7.1494_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;metagenome","plate2_barcode95.summary.txt",26
"48",0.00306261343012704,"CHTU01000005.63132.64590_Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Streptococcus_pneumoniae","plate2_barcode95.summary.txt",27
"49",0.00306261343012704,"FPLN01002677.15.1536_Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;metagenome","plate2_barcode95.summary.txt",27
"50",0.00351633393829401,"FPLN01001896.14.1529_Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;metagenome","plate2_barcode95.summary.txt",31
"51",0.00351633393829401,"KJ585676.1.1466_Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus_faecalis","plate2_barcode95.summary.txt",31
"52",0.0037431941923775,"FPLN01010442.9.1531_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;metagenome","plate2_barcode95.summary.txt",33
"53",0.00397005444646098,"FPID01000734.5.1500_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;metagenome","plate2_barcode95.summary.txt",35
"54",0.00431034482758621,"KJ794120.1.1581_Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus_sp._BAB-4163","plate2_barcode95.summary.txt",38
"55",0.00442377495462795,"CJRA01000034.26673.28140_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella_enterica_subsp._enterica_serovar_Typhi","plate2_barcode95.summary.txt",39
"56",0.00442377495462795,"MH327494.1.1464_Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus_faecalis","plate2_barcode95.summary.txt",39
"57",0.0051043557168784,"CYAT01000136.451.1957_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia_coli","plate2_barcode95.summary.txt",45
"58",0.00601179673321234,"CP015593.2704330.2705829_Bacteria;Firmicutes;Bacilli;Lactobacillales;Listeriaceae;Listeria;Listeria_monocytogenes","plate2_barcode95.summary.txt",53
"59",0.00612522686025408,"FPLN01008484.58.1586_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;metagenome","plate2_barcode95.summary.txt",54
"60",0.00612522686025408,"LINV01000016.1.1685_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella_enterica_subsp._enterica_serovar_Enteritidis","plate2_barcode95.summary.txt",54
"61",0.00623865698729583,"LC033789.1.1652_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_helveticus","plate2_barcode95.summary.txt",55
"62",0.00646551724137931,"MF582332.1.1584_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia_coli","plate2_barcode95.summary.txt",57
"63",0.0066923774954628,"MH371327.1.1545_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Shigella_flexneri","plate2_barcode95.summary.txt",59
"64",0.00680580762250454,"AOQL01000267.9727.11288_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia_coli_TOP550-1","plate2_barcode95.summary.txt",60
"65",0.00839382940108893,"FPID01000391.6.1502_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;metagenome","plate2_barcode95.summary.txt",74
"66",0.00873411978221416,"AQEN01000033.1319.2846_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia_coli_P0304777.1","plate2_barcode95.summary.txt",77
"67",0.0103221415607985,"MOEP01000239.2658.4181_Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Streptomyces_cinnamoneus","plate2_barcode95.summary.txt",91
"68",0.0107758620689655,"CP025251.2849298.2850839_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia_coli","plate2_barcode95.summary.txt",95
"69",0.0111161524500907,"AOQH01000004.3690.5263_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia_coli_TOP293-2","plate2_barcode95.summary.txt",98
"70",0.0122504537205082,"HZ485277.8.1529_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter_koseri","plate2_barcode95.summary.txt",108
"71",0.0137250453720508,"APJT01000001.1764889.1766343_Bacteria;Firmicutes;Bacilli;Lactobacillales;Listeriaceae;Listeria;Listeria_monocytogenes_serotype_1/2a_str._NCCP_No._15743","plate2_barcode95.summary.txt",121
"72",0.0138384754990926,"CP011528.2168791.2170440_Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus_aureus","plate2_barcode95.summary.txt",122
"73",0.0383393829401089,"LN874212.1.2221_Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus_sp._KSRH34","plate2_barcode95.summary.txt",338
"74",0.0401542649727768,"EF011102.1.1833_Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas_aeruginosa","plate2_barcode95.summary.txt",354
"75",0.0653357531760436,"CCUE01000001.3009864.3011585_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella_enterica_subsp._enterica_serovar_Paratyphi_A","plate2_barcode95.summary.txt",576
"76",0.066016333938294,"LC033806.1.1842_Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus_faecalis","plate2_barcode95.summary.txt",582
"77",0.0745235934664247,"CP012409.1096196.1098210_Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus_aureus_subsp._aureus_Tager_104","plate2_barcode95.summary.txt",657
"78",0.0927858439201452,"KF030779.1.1631_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Lactobacillus_fermentum","plate2_barcode95.summary.txt",818
"79",0.104469147005445,"CP012409.2263835.2266601_Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus_aureus_subsp._aureus_Tager_104","plate2_barcode95.summary.txt",921
"80",0.121483666061706,"CP009575.1855069.1856720_Bacteria;Firmicutes;Bacilli;Lactobacillales;Listeriaceae;Listeria;Listeria_ivanovii_subsp._londoniensis","plate2_barcode95.summary.txt",1071
"81",0.159936479128857,"AY030339.1.1779_Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus_halotolerans","plate2_barcode95.summary.txt",1410
"82",0.00129942454056061,"FJ851688.1.1454_Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus_lactis","plate2_barcode94.summary.txt",7
"83",0.00129942454056061,"FR681900.1.1617_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_equicursoris_66c","plate2_barcode94.summary.txt",7
"84",0.00129942454056061,"GU366037.1.1209_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_sp._AB5262","plate2_barcode94.summary.txt",7
"85",0.00129942454056061,"KC150145.1.1577_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_acidophilus","plate2_barcode94.summary.txt",7
"86",0.00148505661778355,"JQ973595.1.1462_Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus_lactis","plate2_barcode94.summary.txt",8
"87",0.00185632077222944,"KF999875.1.1460_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_acidophilus","plate2_barcode94.summary.txt",10
"88",0.00204195284945239,"KY576673.1.1430_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_sp.","plate2_barcode94.summary.txt",11
"89",0.00204195284945239,"MG517415.1.1567_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_sp.","plate2_barcode94.summary.txt",11
"90",0.00222758492667533,"HE962104.1.1390_Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus_lactis","plate2_barcode94.summary.txt",12
"91",0.00241321700389827,"GU366034.1.1236_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_sp._AB523-1","plate2_barcode94.summary.txt",13
"92",0.00259884908112122,"GU366030.1.1248_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_sp._AB5115-9","plate2_barcode94.summary.txt",14
"93",0.00297011323556711,"AJ242969.1.1539_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_crispatus","plate2_barcode94.summary.txt",16
"94",0.00315574531279005,"JX627686.1.1478_Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter_sp._SRT1","plate2_barcode94.summary.txt",17
"95",0.00389827362168183,"MH892092.1.1475_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_delbrueckii","plate2_barcode94.summary.txt",21
"96",0.00426953777612771,"KY967714.1.1574_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_kefiranofaciens_ZW3","plate2_barcode94.summary.txt",23
"97",0.00426953777612771,"MG827242.1.1551_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_sp.","plate2_barcode94.summary.txt",23
"98",0.00594022647113421,"AY445127.1.1522_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_sp._RA2113","plate2_barcode94.summary.txt",32
"99",0.00723965101169482,"AB859011.1.1508_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Lactobacillus_fermentum","plate2_barcode94.summary.txt",39
"100",0.00853907555225543,"KC545930.1.1507_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_delbrueckii","plate2_barcode94.summary.txt",46
"101",0.0129942454056061,"KF149726.1.1447_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_helveticus","plate2_barcode94.summary.txt",70
"102",0.0148505661778355,"AY349382.1.1568_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;HT002;Lactobacillus_sp._oral_clone_HT002","plate2_barcode94.summary.txt",80
"103",0.0163356227956191,"AB308060.1.1386_Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter_lovaniensis","plate2_barcode94.summary.txt",88
"104",0.0983850009281604,"AY348313.1.1975_Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus_lactis","plate2_barcode94.summary.txt",530
"105",0.109894189715983,"FJ157228.1.1405_Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter_lovaniensis","plate2_barcode94.summary.txt",592
"106",0.114349359569334,"LC033789.1.1652_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_helveticus","plate2_barcode94.summary.txt",616
"107",0.117133840727678,"KF030779.1.1631_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Lactobacillus_fermentum","plate2_barcode94.summary.txt",631
"108",0.13811026545387,"CP018215.2258887.2260460_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_delbrueckii_subsp._lactis","plate2_barcode94.summary.txt",744
"109",0.31780211620568,"JN411498.1.1504_Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter_orientalis","plate2_barcode94.summary.txt",1712
"110",0.000777907429015947,"GU366030.1.1248_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_sp._AB5115-9","plate2_barcode93.summary.txt",6
"111",0.000907558667185272,"AB859011.1.1508_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Lactobacillus_fermentum","plate2_barcode93.summary.txt",7
"112",0.0010372099053546,"AJ242969.1.1539_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_crispatus","plate2_barcode93.summary.txt",8
"113",0.00116686114352392,"KF999875.1.1460_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_acidophilus","plate2_barcode93.summary.txt",9
"114",0.00129651238169325,"LC027236.1.1657_Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus_hirae","plate2_barcode93.summary.txt",10
"115",0.00142616361986257,"MG827242.1.1551_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_sp.","plate2_barcode93.summary.txt",11
"116",0.00181511733437054,"KC545930.1.1507_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_delbrueckii","plate2_barcode93.summary.txt",14
"117",0.00194476857253987,"AY349382.1.1568_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;HT002;Lactobacillus_sp._oral_clone_HT002","plate2_barcode93.summary.txt",15
"118",0.00194476857253987,"JX627686.1.1478_Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter_sp._SRT1","plate2_barcode93.summary.txt",15
"119",0.00233372228704784,"AY445127.1.1522_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_sp._RA2113","plate2_barcode93.summary.txt",18
"120",0.00272267600155581,"KC150145.1.1577_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_acidophilus","plate2_barcode93.summary.txt",21
"121",0.00285232723972514,"KC561101.1.1528_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_crispatus","plate2_barcode93.summary.txt",22
"122",0.00557500324128095,"KY967714.1.1574_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_kefiranofaciens_ZW3","plate2_barcode93.summary.txt",43
"123",0.00751977181382082,"AB308060.1.1386_Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter_lovaniensis","plate2_barcode93.summary.txt",58
"124",0.0108907040062233,"KF149726.1.1447_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_helveticus","plate2_barcode93.summary.txt",84
"125",0.0134837287696097,"AY348313.1.1975_Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus_lactis","plate2_barcode93.summary.txt",104
"126",0.0224296642032931,"KF030779.1.1631_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Lactobacillus_fermentum","plate2_barcode93.summary.txt",173
"127",0.0610657331777518,"JN411498.1.1504_Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter_orientalis","plate2_barcode93.summary.txt",471
"128",0.083495397381045,"CP018215.2258887.2260460_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_delbrueckii_subsp._lactis","plate2_barcode93.summary.txt",644
"129",0.0864773758589395,"FJ157228.1.1405_Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter_lovaniensis","plate2_barcode93.summary.txt",667
"130",0.688837028393621,"LC033789.1.1652_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_helveticus","plate2_barcode93.summary.txt",5313
"131",0.000563433186214668,"GU366034.1.1236_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_sp._AB523-1","plate2_barcode92.summary.txt",6
"132",0.000563433186214668,"KY576673.1.1430_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_sp.","plate2_barcode92.summary.txt",6
"133",0.000657338717250446,"AB308060.1.1386_Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter_lovaniensis","plate2_barcode92.summary.txt",7
"134",0.000657338717250446,"CAKC01000053.1.1486_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_gigeriorum_DSM_23908_=_CRBIP_24.85","plate2_barcode92.summary.txt",7
"135",0.000751244248286224,"FR681900.1.1617_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_equicursoris_66c","plate2_barcode92.summary.txt",8
"136",0.000845149779322002,"GU366037.1.1209_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_sp._AB5262","plate2_barcode92.summary.txt",9
